# BÍ DANH ĐỀ XUẤT — sinh bằng `scripts/voice/mishear-table.py`, CHỈ từ chuỗi model thật sự in ra.
# Cột: id | heard_text | count | proposed_action (synonym|hotword|clarify)
# Cấu hình chính: hotwords-phrases.txt · corpus /tmp/kachi-voice-corpus
open_app	mở zalô	14	synonym
open_app	mở ca lây	9	synonym
open_app	mở potifi	8	synonym
open_app	mở viett map	6	synonym
open_app	mở youtubec	6	synonym
open_app	mở cài	5	synonym
open_app	mở du tu	5	synonym
open_app	mở ra lộ	5	synonym
open_app	mở sei	5	synonym
open_app	mở viett	5	synonym
open_app	mở anderi ao	4	synonym
open_app	mở ca py	4	synonym
open_app	mở dựa	4	synonym
open_app	mở giữa a lô	4	synonym
open_app	mở hoa	4	synonym
open_app	mở sy	4	synonym
ac_on	xem điều hòa	3	hotword
ambient_color	chuyển sang tím	3	synonym
cabin_temp	nhiệt trong xe sao rồi	3	hotword
camera_view	chuyển sang trước	3	synonym
energy_mode	chế độ năng lượng thế nào	3	hotword
headlight_feedback	chế độ đèn pha thế nào	3	hotword
headlight_mode	chuyển sang đỗ	3	synonym
launcher_settings	mở thiết lập giúp mình với	3	synonym
layout	bố cục hai cột	3	synonym
light_drl	đèn ban ngày thế nào	3	hotword
light_high_beam	xem đèn pha	3	hotword
mac_door_light	mở cửa bật đèn đọc	3	hotword
mac_door_light	mở cửa và đèn đọc	3	hotword
media_next	làm ơn chuyển bài	3	hotword
media_pause	làm ơn dừng nhạc	3	hotword
media_query	đang phát bài gì	3	hotword
nav_saved	làm ơn dẫn tôi về nhà	3	synonym
op_mode	chế độ lái thế nào	3	hotword
op_mode	xem chế độ lái	3	hotword
open_app	goovel	3	synonym
open_app	mở ca play	3	synonym
open_app	mở ca ray	3	synonym
open_app	mở ca tờ lê	3	synonym
open_app	mở dây	3	synonym
open_app	mở g ba	3	synonym
open_app	mở giúp top	3	synonym
open_app	mở quê	3	synonym
open_app	mở riêng mờ ba	3	synonym
open_app	mở se	3	synonym
open_app	mở seit	3	synonym
open_app	mở spoty file	3	synonym
open_app	mở sty file	3	synonym
open_app	mở vietma	3	synonym
open_app	mở vis map	3	synonym
open_app	mở ô tô an đuôi	3	synonym
open_app	mở ô tô ăn đuôi	3	synonym
open_app	ở quê	3	synonym
pm25	các bụi	3	synonym
pm25_clean_now	cho tôi lọc bụi ngay nhé	3	hotword
sunroof_state	xem cửa sổ trời	3	hotword
sunshade_pct	xem rèm che nắng	3	hotword
target_soc	mục tiêu sạc thế nào	3	hotword
window_lf	kính trước trái thế nào	3	hotword
window_lr	kính sau trái thế nào	3	hotword
window_rf	xem kính trước phải	3	hotword
window_rr	kính sau phải thế nào	3	hotword
window_rr	xem kính sau phải	3	hotword
ambient_enabled	xem đèn viền ca	2	clarify
ambient_enabled	đèn viền ca	2	clarify
anion_state	xem ai ôn âm	2	synonym
batt_temp	nhiệt độ tin thế nào	2	clarify
cell_temp_avg	nhịp xe sao rồi	2	synonym
cell_temp_avg	xem nhiệt	2	synonym
cell_temp_high	nhiệt xe cao thế nào	2	synonym
cell_temp_high	xem nhiệt cao	2	synonym
cell_temp_low	nhiệt xe thấp thế nào	2	synonym
cell_v_high	áp xe cao thế nào	2	synonym
cell_v_low	áp xe thấp thế nào	2	synonym
door	mở chốt cửa giúp mình với	2	synonym
energy_mode	xem chế độ năng lượng	2	clarify
engine_rpm	vòng tua sang thế nào	2	synonym
ev_mileage_km	xem trại điện	2	synonym
headlight_feedback	xem chế độ đèn pha	2	clarify
hood	bật ca	2	synonym
hud_brightness	tăng độ sáng hu	2	synonym
light_drl	xem đèn ban ngày	2	clarify
light_high_beam	đèn pha thế nào	2	clarify
light_left_turn	mc nhan trái	2	synonym
lock	bật khóa	2	synonym
mac_leave	bật tui xuống xe đây	2	synonym
nav_saved	về nhà	2	synonym
odometer	họ đo sao rồi	2	synonym
open_app	lời du	2	synonym
open_app	mcar pla	2	synonym
open_app	mcm p ba	2	synonym
open_app	mv at	2	synonym
open_app	myat ubusc	2	synonym
open_app	mở alo	2	synonym
open_app	mở ca li	2	synonym
open_app	mở các	2	synonym
open_app	mở ghê	2	synonym
open_app	mở goov	2	synonym
open_app	mở ip	2	synonym
open_app	mở mắt	2	synonym
open_app	mở nhạc	2	clarify
open_app	mở quai	2	synonym
open_app	mở r	2	synonym
open_app	mở ra	2	synonym
open_app	mở ra lo	2	synonym
open_app	mở riêng m ba	2	synonym
open_app	mở ru số map	2	clarify
open_app	mở run số mát	2	clarify
open_app	mở rưng ba	2	synonym
open_app	mở rộng alo	2	synonym
open_app	mở sạc	2	clarify
open_app	mở vest map	2	synonym
open_app	mở vit mát	2	synonym
open_app	mở vây	2	synonym
open_app	mở youtubeoxit	2	synonym
open_app	mở đường o	2	synonym
open_app	mởi aoto	2	synonym
open_app	mởi ô tô	2	synonym
open_app	ở hà nội	2	synonym
pm25_clean_now	đọc ngày	2	synonym
profile	làm ơn đổi sang hồ sơ chính	2	clarify
regen_level	làm ơn đổi mức hãm tái sinh sang tiêu chuẩn	2	synonym
screen_rotation	làm ơn đổi hướng màn hình sang ngang	2	clarify
soc	mức tin sao rồi	2	synonym
soh_oem	xem sức khỏe	2	synonym
sunroof_state	cửa sổ trời sao rồi	2	clarify
sunshade	mở rèm nóc hộ tôi	2	synonym
sunshade_pct	rèm che nắng thế nào	2	clarify
tailgate_status	cốp sau rồi	2	clarify
tailgate_status	xem cốp sau	2	clarify
target_soc	xem mục tiêu sạc	2	clarify
volt_12v_level	xem mức áp qu	2	synonym
window_lf	xem kính trước trái	2	clarify
window_lr	xem kính sau trái	2	clarify
window_rf	kính trước phải thế nào	2	clarify
wiper_state	gạt mưa sao rồi	2	clarify
wiper_state	xem gạt mưa	2	clarify
ac_cycle	chế độ lấy ra thế nào	1	clarify
ac_on	điều hòa sao rồi	1	clarify
ac_on	điều hòa sau rồi	1	clarify
ac_on	điều hòa sắp rồi	1	clarify
ac_wind	bước quạt gió sao rồi	1	clarify
accel_pct	xe trần	1	clarify
ambient_brightness	cho độ sáng lên một chút	1	clarify
ambient_enabled	săn đèn viền cabin	1	clarify
ambient_enabled	đèn viền cabin thế nào	1	clarify
ambient_rear_color	sẽ màu xong	1	clarify
anion	bất i	1	clarify
anion_state	ai ôn âm thế nào	1	clarify
anion_state	ai ơn âm thế nào	1	clarify
anion_state	ion âm thế nào	1	clarify
anion_state	theo ion âm	1	clarify
batt_temp	nhiệt độ thế nào	1	clarify
batt_temp	xem nhiệt độ kính	1	clarify
brake_pct	chân trần vành	1	clarify
cabin_temp	xem nhiệt trong xe abin	1	clarify
cam	ac he a quanh xe đi	1	clarify
cam	bật car a	1	clarify
camera_view	góc car a trước	1	clarify
cell_temp_avg	cr thế là sao rồi	1	clarify
cell_temp_avg	thân nhiệt cl tv	1	clarify
cell_temp_high	cl cao thế nào	1	clarify
cell_temp_high	thân nhiệt cl cao	1	clarify
cell_temp_low	cl thấp thế nào	1	clarify
cell_temp_low	xem nhiệt thấp	1	clarify
cell_temp_low	xem nhiệt xe thấp	1	clarify
cell_v_high	hecot thế nào	1	clarify
cell_v_high	xem lus	1	clarify
cell_v_high	xem áp c cao	1	clarify
cell_v_high	xem áp xe cao	1	clarify
cell_v_low	chân elo tức	1	clarify
cell_v_low	l thấp thế nào	1	clarify
cell_v_low	xem áp se thấp	1	clarify
cell_v_low	xem áp xe thấp	1	clarify
child_lock	cac hi tắt khóa trẻ n	1	clarify
cluster_music	bật nhạc trên	1	clarify
cluster_music	caxi tắt nhạc trên cùng đi	1	clarify
cluster_music	he tắt nhạc trên ni	1	clarify
defrost	ac hi cắt giấy kiếm đi	1	clarify
defrost	ka chi tắt giấy tiếng đi	1	clarify
defrost_rear	bật sấy kính	1	clarify
defrost_rear	ka chi tắt giấy kính sau đi	1	clarify
door	bà chốt cửa giúp mình với	1	clarify
drl	bước đến ba ngày	1	clarify
energy_mode	sang chế độ năng lượng	1	clarify
engine_code	em ngã máy	1	clarify
engine_code	mã mái thế nào	1	clarify
ev_mileage_km	ai mà chạy điện thế nào	1	clarify
ev_mileage_km	chạy điện thế nào	1	clarify
ev_mileage_km	kem chạy điện	1	clarify
ev_mileage_km	trại điện thế nào	1	clarify
ext_temp	xem ngoài	1	clarify
fan	dấu	1	clarify
fuel_pct	bước sang sao rồi	1	clarify
fuel_range_km	thâm răng sau rồi	1	clarify
gear	bố sao rồi	1	clarify
gps_lon	tăng kỳ độ	1	clarify
gps_lon	xem kinh đột	1	clarify
gps_lon	độ thế nào	1	clarify
headl	cac hi tắt đèn chiếu	1	clarify
headlight_feedback	xem chế độ đèn	1	clarify
headlight_mode	chế độ đèn thắt	1	clarify
hood	bật	1	clarify
hood	ca hi tắt ngắt cay	1	clarify
hood	cá tri tắt ca pôni	1	clarify
hood	cá tri tắt ca đi	1	clarify
hud_brightness	cho độ sáng hơn lên một chút	1	clarify
hud_brightness	cho độ sáng lên một chút	1	clarify
hud_brightness	tăng độ sáng	1	clarify
hud_switch	bật hu kính lái	1	clarify
hud_switch	bật hát của nghề kính lái	1	clarify
